human_gene_name,mouse_gene_name,zou_annotation,zygote,twoC,fourC,eightC,ICM,E8,L4i,WT_mESC,PARPKO_mESC
BTLA,Btla,eight_cell,-0.625476757,-0.620812235,-0.625476757,1.270391854,0.601373894,-0.752392202,0.752392202,-0.54352876,0.54352876
SUPT5H,Supt5,eight_cell,-0.900646767,-0.819984902,-0.237851636,1.071526851,0.886956454,-0.748021946,0.748021946,0.873266837,-0.873266837
TEFM,Tefm,eight_cell,-0.548544934,-0.573353297,-0.567760378,1.574742182,0.114916427,-0.747305465,0.747305465,-0.846188195,0.846188195
SIRT1,Sirt1,eight_cell,-0.660628621,-0.662986128,-0.493128159,1.836179873,-0.019436965,-0.746990472,0.746990472,-0.678291572,0.678291572
ZNF233,Zfp114,eight_cell,-0.519114979,-0.255333591,-0.289067439,1.247599097,-0.184083087,-0.744994764,0.744994764,0.875473033,-0.875473033
MED26,Med26,eight_cell,-0.537561368,-0.567184751,-0.388524675,1.880355443,-0.387084649,-0.742963472,0.742963472,-0.812318068,0.812318068
PRPF38A,Prpf38a,eight_cell,-0.614445134,-0.515260643,-0.418919318,1.813279945,-0.26465485,-0.740926091,0.740926091,0.594667558,-0.594667558
POLE3,Pole3,eight_cell,-0.584305912,-0.613131856,-0.539275512,1.847410643,-0.110697364,-0.736521532,0.736521532,0.693400899,-0.693400899
NHP2,Nhp2,eight_cell,-0.666935252,-0.643125195,-0.581569188,1.569571165,0.32205847,-0.731191837,0.731191837,-0.765032649,0.765032649
PNRC1,Pnrc1,eight_cell,-0.533697503,-0.547467091,-0.482022504,1.851020635,-0.287833538,-0.728362842,0.728362842,-0.574238765,0.574238765
MTIF2,Mtif2,eight_cell,-0.663020513,-0.607394565,-0.937564842,1.308473037,0.899506883,-0.725253363,0.725253363,-0.894211749,0.894211749
CWC15,Cwc15,eight_cell,-0.362475288,-0.508879356,-0.284621717,1.839085161,-0.6831088,-0.722968687,0.722968687,0.433942007,-0.433942007
CBLN1,Cbln1,eight_cell,-0.454682069,-0.486935558,-0.384827628,1.789826444,-0.463381189,-0.721116277,0.721116277,0.58086099,-0.58086099
GMNN,Gmnn,eight_cell,-0.379717398,-0.226104259,-0.484953504,1.851212829,-0.760437669,-0.719241731,0.719241731,0.52763197,-0.52763197
ARF6,Arf6,eight_cell,0.07354682,-0.290284504,-1.374180538,0.758039971,0.832878252,-0.712927544,0.712927544,0.744581808,-0.744581808
PITPNM1,Pitpnm1,eight_cell,-0.636597281,-0.798453671,-0.798453671,1.108537566,1.124967056,-0.704762291,0.704762291,-0.790401813,0.790401813
ROR2,Ror2,eight_cell,-0.518849507,-0.528647377,-0.299603321,1.758936844,-0.41183664,-0.702857582,0.702857582,0.819247623,-0.819247623
COX6C,Cox6c,eight_cell,-0.718853848,-0.589995938,-0.518869702,1.118318116,0.709401373,-0.69642815,0.69642815,0.638827879,-0.638827879
CEP95,Cep95,eight_cell,-0.63097248,-0.586200441,-0.374289296,1.78389398,-0.192431764,-0.695862471,0.695862471,-0.546474098,0.546474098
PRPF19,Prpf19,eight_cell,-0.659478408,-0.338655262,-0.553646742,1.487632279,0.064148134,-0.695795791,0.695795791,0.75074514,-0.75074514
MLKL,Mlkl,eight_cell,-0.454045202,-0.388906916,-0.267592401,1.612867395,-0.502322876,-0.69143618,0.69143618,-0.897187702,0.897187702
BMP4,Bmp4,eight_cell,-0.803195459,-0.817482428,1.238931472,0.881873682,-0.500127267,-0.688038469,0.688038469,0.45499029,-0.45499029
SLC35E4,Slc35e4,eight_cell,-0.671324463,-0.666146615,-0.623948167,1.224578577,0.736840668,-0.685635136,0.685635136,-0.901677827,0.901677827
ZRANB2,Zranb2,eight_cell,-0.584919831,-0.738817006,-0.573795289,1.600670138,0.296861989,-0.685153842,0.685153842,0.720199115,-0.720199115
BUD31,Bud31,eight_cell,-0.671582455,-0.63705396,-0.542366043,1.77571557,0.075286887,-0.681068764,0.681068764,0.817745857,-0.817745857
ESF1,Esf1,eight_cell,0.589546169,-0.175806008,-0.646093342,1.34310253,-1.110749349,-0.680861553,0.680861553,0.892383588,-0.892383588
FUNDC1,Fundc1,eight_cell,-0.732210113,-0.726090906,-0.631023565,1.405238482,0.684086103,-0.680748966,0.680748966,0.78839481,-0.78839481
RIC8A,Ric8a,eight_cell,-0.624166042,-0.529946233,-0.701934134,1.577644739,0.27840167,-0.674798982,0.674798982,0.54325378,-0.54325378
VPS4B,Vps4b,eight_cell,0.36967405,-0.307682125,-0.336148602,1.557875003,-1.283718325,-0.670596484,0.670596484,0.834932379,-0.834932379
CDKN2AIP,Cdkn2aip,eight_cell,-0.451587462,-0.588357726,-0.219782826,1.83394575,-0.574217736,-0.668742305,0.668742305,-0.854235569,0.854235569
RBM39,Rbm39,eight_cell,-0.787670018,-0.788402116,-0.505509237,1.647025057,0.434556313,-0.667935926,0.667935926,0.646425471,-0.646425471
ALYREF,Alyref,eight_cell,-0.631119391,-0.572886459,-0.484697349,1.753072614,-0.064369415,-0.664019185,0.664019185,-0.842824053,0.842824053
PSPC1,Pspc1,eight_cell,-0.676603713,-0.807912183,-0.69951438,1.413687289,0.770342987,-0.660646502,0.660646502,-0.657833253,0.657833253
CUL2,Cul2,eight_cell,-0.467025527,-0.462066579,-0.452939815,1.791068706,-0.409036785,-0.657324033,0.657324033,0.771141854,-0.771141854
NPPC,Nppc,eight_cell,-0.426667301,-0.426667301,-0.308565074,1.520716505,-0.358816829,-0.654167414,0.654167414,0.874892697,-0.874892697
EIF2S2,Eif2s2,eight_cell,-0.637826283,-0.601326626,-0.769221776,1.235998797,0.772375888,-0.65092367,0.65092367,0.902904866,-0.902904866
PSMC3IP,Psmc3ip,eight_cell,-0.402543628,-0.546612389,0.428488524,0.824191313,-0.30352382,-0.650523566,0.650523566,-0.538615396,0.538615396
VMP1,Vmp1,eight_cell,-0.748549036,-0.706531613,-0.774804999,1.27612502,0.953760628,-0.649241109,0.649241109,-0.833682285,0.833682285
XPO1,Xpo1,eight_cell,-0.839353004,-0.801616631,-0.535276026,1.484310314,0.691935347,-0.643599606,0.643599606,-0.90009831,0.90009831
TNFAIP8L2,Tnfaip8l2,eight_cell,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.316227766,-0.641884487,0.641884487,0.898044996,-0.898044996
POLR1A,Polr1a,eight_cell,-0.67418305,-0.589950077,-0.761018596,0.859577326,1.165574397,-0.64054043,0.64054043,0.848068245,-0.848068245
NABP1,Nabp1,eight_cell,-0.546232004,-0.650538726,-0.688057912,0.661801527,1.223027116,-0.639466263,0.639466263,-0.892597734,0.892597734
SRSF1,Srsf1,eight_cell,-1.022880656,-0.942760272,-0.157161665,1.31425281,0.808549783,-0.637682984,0.637682984,-0.50438693,0.50438693
SNRNP27,Snrnp27,eight_cell,-0.303613908,-0.508605982,-1.173000986,1.499451357,0.485769519,-0.637426591,0.637426591,0.765639431,-0.765639431
RBMX,Rbmx,eight_cell,-0.950457691,-0.757584894,-0.448610879,1.536860591,0.619792873,-0.637306422,0.637306422,0.907981458,-0.907981458
SAG,Sag,eight_cell,-0.634568449,-0.634568449,-0.634568449,0.66749976,1.236205588,-0.637046243,0.637046243,0.889546386,-0.889546386
NCAN,Ncan,eight_cell,-0.741480007,-0.66852165,0.098952898,0.833427084,0.477621675,-0.636385639,0.636385639,-0.87143668,0.87143668
EIF1,Eif1,eight_cell,-0.63087669,-0.477145905,-0.573096777,1.834047075,-0.152927703,-0.635861566,0.635861566,-0.773877741,0.773877741
GTF2H1,Gtf2h1,eight_cell,-0.463204303,-0.789860906,-0.762026283,1.59852556,0.416565932,-0.633572709,0.633572709,0.710876167,-0.710876167
USP7,Usp7,eight_cell,-0.485571885,-0.49843785,0.080891675,1.745480699,-0.842362639,-0.632739903,0.632739903,0.59877317,-0.59877317
GPR4,Gpr4,eight_cell,-0.249340458,-0.334752116,-0.334752116,1.253596806,-0.334752116,-0.630729534,0.630729534,0.885853147,-0.885853147
CCDC174,Ccdc174,eight_cell,-0.14745044,-0.537227714,-0.861649926,1.791674568,-0.24534649,-0.630071433,0.630071433,0.784715498,-0.784715498
BRIX1,Brix1,eight_cell,-0.332312553,-0.308923244,-0.155828604,1.671491926,-0.874427525,-0.626612613,0.626612613,0.730206454,-0.730206454
KMT5A,Kmt5a,eight_cell,-0.58132604,-0.631611705,-0.611881931,1.821438944,0.003380731,-0.622795789,0.622795789,0.433286095,-0.433286095
CFAP20,Cfap20,eight_cell,-0.654805891,-0.640988284,-0.596084193,1.636073505,0.255804864,-0.620969323,0.620969323,-0.605290763,0.605290763
SENP1,Senp1,eight_cell,-0.291359208,-0.477074101,-0.723523606,1.455739193,0.036217722,-0.618505592,0.618505592,0.748729216,-0.748729216
ATG101,Atg101,eight_cell,-0.632931209,-0.863943537,0.042702278,0.556716117,0.897456351,-0.617454762,0.617454762,0.776030474,-0.776030474
MTPN,Mtpn,eight_cell,-0.581750123,-0.97104844,0.826547507,0.980581536,-0.25433048,-0.613365752,0.613365752,0.769499304,-0.769499304
RIMS4,Rims4,eight_cell,0.109862697,0.098666676,-0.801663541,1.076830299,-0.48369613,-0.612489674,0.612489674,-0.887291773,0.887291773
SMYD1,Smyd1,eight_cell,-0.408967957,-0.408967957,-0.31303386,1.18185204,-0.050882266,-0.612089611,0.612089611,0.728329204,-0.728329204
TMCO1,Tmco1,eight_cell,-0.544292123,-0.505304737,-0.693100706,1.830760727,-0.088063162,-0.610623826,0.610623826,0.338002274,-0.338002274
LUC7L2,Luc7l2,eight_cell,-0.703203195,-0.64816458,-0.533772899,1.76132237,0.123818304,-0.606222579,0.606222579,0.805705563,-0.805705563
ZNF823,Zfp961,eight_cell,-0.719954416,-0.698744818,-0.557413144,1.679483013,0.296629366,-0.601162782,0.601162782,-0.859017925,0.859017925
ZNF131,Zfp131,eight_cell,-0.228278177,-0.367978242,-0.539013125,1.580715692,-0.445446148,-0.599924531,0.599924531,0.633188356,-0.633188356
PRRX2,Prrx2,eight_cell,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.316227766,-0.599709654,0.599709654,0.879761237,-0.879761237
RBM14,Rbm14,eight_cell,-0.74139526,-0.717370313,-0.648371525,1.173833032,0.933304067,-0.598002029,0.598002029,0.581820876,-0.581820876
UTP3,Utp3,eight_cell,-0.555425426,-0.634181543,-0.530003232,1.849594012,-0.129983812,-0.589815503,0.589815503,0.721528837,-0.721528837
NDUFA1,Ndufa1,eight_cell,-0.749243316,-0.752118994,-0.703655424,1.309449408,0.895568326,-0.573180242,0.573180242,0.866948156,-0.866948156
TRIM7,Trim7,eight_cell,-0.693422338,-0.607075009,0.104628854,0.661988657,0.533879835,-0.5706899,0.5706899,0.883342015,-0.883342015
AMD1,Amd1,eight_cell,0.126531128,-0.09928909,-0.710339937,1.664530508,-0.981432609,-0.56626981,0.56626981,-0.439143394,0.439143394
GAS2L1,Gas2l1,eight_cell,-0.665795368,-0.665795368,-0.665795368,0.403973886,1.593412219,-0.553511407,0.553511407,-0.73413644,0.73413644
NKRF,Nkrf,eight_cell,-0.719302513,-0.719302513,-0.554575495,1.640914108,0.352266413,-0.548428013,0.548428013,0.843149354,-0.843149354
KLHL21,Klhl21,eight_cell,-0.608549206,-0.608549206,-0.588283842,1.42296037,0.382421885,-0.547658963,0.547658963,-0.79002679,0.79002679
MRPL50,Mrpl50,eight_cell,-0.442779713,-0.497923827,-0.943089495,1.601071064,0.282721972,-0.546648103,0.546648103,0.901591412,-0.901591412
SPTY2D1,Spty2d1,eight_cell,-0.743002847,-0.650179572,-0.340528472,1.481495429,0.252215462,-0.545480722,0.545480722,-0.765984905,0.765984905
RETSAT,Retsat,eight_cell,-0.352726962,-0.421840984,-0.659783869,1.855432534,-0.421080718,-0.534151446,0.534151446,0.867665082,-0.867665082
NXPH4,Nxph4,eight_cell,-0.279464699,-0.04270275,0.153741369,0.797701486,-0.629275407,-0.531011152,0.531011152,0.605518338,-0.605518338
ARL6IP1,Arl6ip1,eight_cell,-0.697397887,-0.859010868,-0.550189562,1.610023496,0.49657482,-0.528885813,0.528885813,0.889340628,-0.889340628
COX19,Cox19,eight_cell,-0.672149389,-0.69286411,-0.699512603,1.714230843,0.35029526,-0.528024311,0.528024311,0.81451267,-0.81451267
MRPS23,Mrps23,eight_cell,-0.769946554,-0.773505125,-0.668169887,1.262000116,0.949621451,-0.519616151,0.519616151,-0.673596768,0.673596768
YAF2,Yaf2,eight_cell,-0.548189798,-0.659209752,-0.712138197,1.692546698,0.226991049,-0.51491238,0.51491238,-0.890419509,0.890419509
PLA2G4A,Pla2g4a,eight_cell,-0.351014876,-0.351014876,-0.351014876,1.239924573,-0.186879944,-0.513021948,0.513021948,-0.808705068,0.808705068
PDLIM5,Pdlim5,eight_cell,-0.663758949,-0.729336561,-0.530772133,1.678055472,0.24581217,-0.512786737,0.512786737,-0.789633912,0.789633912
CSNK2B,Csnk2b,eight_cell,-0.469980768,-0.565638274,-0.731377302,0.494392575,1.272603769,-0.495462548,0.495462548,0.604067078,-0.604067078
SHISA3,Shisa3,eight_cell,-0.338859503,-0.338859503,-0.338859503,1.250496225,-0.233917716,-0.494189963,0.494189963,-0.87245859,0.87245859
RNF4,Rnf4,eight_cell,-0.523841436,-0.482824153,-0.486663349,1.816815543,-0.323486605,-0.489529737,0.489529737,0.670457432,-0.670457432
HNRNPAB,Hnrnpab,eight_cell,-0.748461546,-0.761567789,-0.570524232,1.659768538,0.42078503,-0.489275524,0.489275524,-0.843424093,0.843424093
DDX47,Ddx47,eight_cell,-0.534439738,-0.534439738,-0.534439738,-0.111749928,1.715069143,-0.489105123,0.489105123,0.845867239,-0.845867239
ARL8B,Arl8b,eight_cell,-0.446338998,-0.565315528,-0.794700421,1.779324473,0.027030475,-0.488798802,0.488798802,0.811573103,-0.811573103
KLF5,Klf5,eight_cell,-0.609593268,-0.594230688,-0.412508312,1.686222719,-0.069890451,-0.484576921,0.484576921,0.775117843,-0.775117843
RFWD3,Rfwd3,eight_cell,-0.198256934,-0.431522663,-0.71868875,1.825089822,-0.476621475,-0.480165849,0.480165849,-0.740386703,0.740386703
KITLG,Kitl,eight_cell,-0.477552269,-0.469956334,-0.429990275,1.838809898,-0.461311021,-0.464424775,0.464424775,-0.693282109,0.693282109
NEFL,Nefl,eight_cell,-0.593141158,-1.119593357,0.76049994,1.293062608,-0.340828033,-0.45909826,0.45909826,-0.694488714,0.694488714
KRT17,Krt17,eight_cell,-0.498649983,-0.498649983,-0.420304176,1.088903688,0.328700453,-0.446636995,0.446636995,0.837445974,-0.837445974
GATA6,Gata6,eight_cell,-0.733468305,-0.733468305,-0.716907731,1.47899771,0.704846631,-0.445456838,0.445456838,-0.868619639,0.868619639
COL6A2,Col6a2,eight_cell,-0.4849466,-0.351462935,-0.296400658,1.041036691,0.091773501,-0.440315232,0.440315232,-0.897965236,0.897965236
MGP,Mgp,eight_cell,-0.390106773,-0.390106773,-0.390106773,1.560427094,-0.390106773,-0.430955369,0.430955369,-0.729829624,0.729829624
INTS6L,Ints6l,eight_cell,-0.468290127,-0.468290127,-0.317827086,1.522453353,-0.268046013,-0.423238273,0.423238273,0.879026737,-0.879026737
ICOSLG,Icosl,eight_cell,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.316227766,-0.369286077,0.369286077,-0.889436844,0.889436844
TRIM61,Trim61,eight_cell,0.766596899,0.092471945,-1.350589639,0.801006585,-0.309485791,-0.197163298,0.197163298,-0.888661272,0.888661272
INHBB,Inhbb,eight_cell,-0.198296977,-0.348115614,-0.348115614,1.24264382,-0.348115614,-0.187220848,0.187220848,0.909816054,-0.909816054
ZFHX4,Zfhx4,eight_cell,-0.465939935,-0.465939935,-0.272127541,1.43410064,-0.230093229,0.162384383,-0.162384383,-0.815762547,0.815762547
GBX2,Gbx2,eight_cell,-0.592024159,-0.679692326,0.167548987,1.423236759,-0.319069261,0.317989753,-0.317989753,-0.843376989,0.843376989
MOSPD1,Mospd1,eight_cell,-0.528986902,-0.634882789,-0.45346338,1.845889776,-0.228556705,0.330273486,-0.330273486,0.840563982,-0.840563982
RBM24,Rbm24,eight_cell,-0.442713657,-0.442713657,-0.125727628,1.4538686,-0.442713657,0.345053413,-0.345053413,-0.839263603,0.839263603
RAI1,Rai1,eight_cell,-0.775870944,0.1694473,1.484685923,-0.406911473,-0.471350806,0.349352386,-0.349352386,-0.717399939,0.717399939
RGS20,Rgs20,eight_cell,-0.616608248,-0.616608248,0.291190846,0.398294416,0.543731235,0.381636016,-0.381636016,-0.863339982,0.863339982
IRX3,Irx3,eight_cell,-0.599793697,-0.599793697,-0.599793697,1.718751116,0.080629977,0.426438093,-0.426438093,-0.770066144,0.770066144
LENG8,Leng8,eight_cell,-1.010656461,-0.592526059,-0.323170368,0.731636702,1.194716186,0.443726831,-0.443726831,0.615046596,-0.615046596
AKR1B10,Akr1b10,eight_cell,-0.714812511,-0.676127861,0.850779825,1.213416054,-0.673255508,0.458757372,-0.458757372,-0.80450582,0.80450582
FGF18,Fgf18,eight_cell,-0.520019715,-0.289961848,-0.75403446,-0.232900281,1.796916304,0.465001722,-0.465001722,-0.693160227,0.693160227
ISLR2,Islr2,eight_cell,-0.48157531,-0.467184986,-0.511906635,1.284520887,0.176146044,0.466972543,-0.466972543,0.907997157,-0.907997157
ACSS2,Acss2,eight_cell,-0.615524428,-0.705155679,-0.625728935,1.227754861,0.718654182,0.47332117,-0.47332117,0.788689166,-0.788689166
DDX6,Ddx6,eight_cell,-0.718916102,-0.665636334,-0.337821076,1.595135002,0.12723851,0.48755708,-0.48755708,-0.828434792,0.828434792
ACBD7,Acbd7,eight_cell,-0.419262198,-0.482191061,-0.326050668,1.670951501,-0.443447575,0.505902634,-0.505902634,-0.683130057,0.683130057
TENT5A,Tent5a,eight_cell,-0.901629987,-0.989444698,0.342708012,0.882305959,0.666060714,0.514284134,-0.514284134,-0.91064662,0.91064662
PLEKHA8,Plekha8,eight_cell,-0.313885384,-0.660964878,-0.671118624,0.406160203,1.239808682,0.524551941,-0.524551941,0.841138419,-0.841138419
WNT5A,Wnt5a,eight_cell,-0.076552679,-0.027646233,-0.340237448,1.060752356,-0.616315996,0.530064915,-0.530064915,-0.904594414,0.904594414
CASTOR2,Castor2,eight_cell,-0.551363316,-0.69269201,-0.662686381,0.274004118,1.632737588,0.542168549,-0.542168549,-0.860557943,0.860557943
ZNF23,Zfp612,eight_cell,-0.378766975,-0.583215885,-0.238019461,0.863996277,0.336006043,0.547672523,-0.547672523,-0.790828363,0.790828363
TRIM52,Trim52,eight_cell,-0.710782633,-0.351311141,0.012309202,0.32320291,0.726581662,0.553074753,-0.553074753,0.554318909,-0.554318909
CDH24,Cdh24,eight_cell,-0.690159304,-0.690159304,-0.234526142,1.172681557,0.442163193,0.56685952,-0.56685952,-0.853458719,0.853458719
VPS53,Vps53,eight_cell,-0.433207969,-0.454427858,-0.411569344,1.636380962,-0.337175791,0.577087986,-0.577087986,-0.869040269,0.869040269
PIK3AP1,Pik3ap1,eight_cell,-0.660613578,-0.606456414,-0.613151637,1.313015404,0.567206224,0.57833978,-0.57833978,-0.821021732,0.821021732
PPP1R15B,Ppp1r15b,eight_cell,-0.559545042,-0.765555662,-0.81401689,1.278734776,0.860382818,0.578962807,-0.578962807,0.761963916,-0.761963916
ATG2A,Atg2a,eight_cell,-0.694914671,-0.454090508,-0.687827726,1.37562093,0.461211976,0.587415607,-0.587415607,0.834172683,-0.834172683
CCDC40,Ccdc40,eight_cell,-0.150649558,-0.084595072,-0.226067938,0.940633528,-0.47932096,0.591083008,-0.591083008,-0.870614615,0.870614615
GOLGA8M,Golga2,eight_cell,-0.043366488,-0.130567117,-0.304586736,0.973929402,-0.495409061,0.591122508,-0.591122508,0.682352249,-0.682352249
ZBED6,Zbed6,eight_cell,-0.316227766,-0.316227766,1.264911064,-0.316227766,-0.316227766,0.593051982,-0.593051982,0.736994272,-0.736994272
ANKRD50,Ankrd50,eight_cell,-0.553984715,-0.728521931,-0.747478317,0.934600061,1.095384903,0.593251055,-0.593251055,-0.899337502,0.899337502
CITED1,Cited1,eight_cell,-0.465283794,-0.465283794,0.904214212,0.49163717,-0.465283794,0.595894807,-0.595894807,-0.866984579,0.866984579
PI4K2A,Pi4k2a,eight_cell,-0.714486797,-0.704886994,-0.599224121,1.733027066,0.285570845,0.602259932,-0.602259932,0.909691358,-0.909691358
PCNX2,Pcnx2,eight_cell,-0.443134689,-0.538793168,-0.505905067,1.349012569,0.138820355,0.612405548,-0.612405548,-0.767579151,0.767579151
ELOVL7,Elovl7,eight_cell,-0.651516576,-0.563186043,-0.245830534,1.837656064,-0.377122911,0.613476089,-0.613476089,0.905147883,-0.905147883
OGA,Oga,eight_cell,-0.722187847,-0.696256032,-0.499202278,1.25576787,0.661878286,0.616584914,-0.616584914,-0.78505284,0.78505284
METTL4,Mettl4,eight_cell,-0.539384889,-0.913734123,-0.625864148,1.547845381,0.531137779,0.619609691,-0.619609691,-0.856086885,0.856086885
CDAN1,Cdan1,eight_cell,-0.783512907,-0.929920129,-0.381200375,0.731065253,1.363568158,0.621715949,-0.621715949,0.764453986,-0.764453986
CCDC122,Ccdc122,eight_cell,-0.614981538,-0.614981538,-0.614981538,1.705846594,0.139098021,0.621765195,-0.621765195,0.547569957,-0.547569957
FGFR1OP2,Fgfr1op2,eight_cell,-0.176642703,-0.096716831,-0.657548007,1.733679041,-0.8027715,0.623835208,-0.623835208,0.599427754,-0.599427754
NFYA,Nfya,eight_cell,-0.661782739,-0.696472527,-0.228917285,1.794781602,-0.207609051,0.627228176,-0.627228176,0.714194533,-0.714194533
SEC24B,Sec24b,eight_cell,-0.504383172,0.265433009,-0.736846067,1.053696228,-0.077899998,0.629484836,-0.629484836,0.870050083,-0.870050083
SNAI1,Snai1,eight_cell,-0.767673253,-0.767673253,-0.340228109,1.611865913,0.263708701,0.637988699,-0.637988699,0.640083363,-0.640083363
TTL,Ttl,eight_cell,0.240941309,-0.225634238,-1.091537845,0.805428714,0.27080206,0.639002797,-0.639002797,0.824422585,-0.824422585
CD164L2,Cd164l2,eight_cell,-0.506864793,-0.506864793,-0.506864793,1.546978583,-0.026384203,0.643237837,-0.643237837,-0.833627889,0.833627889
CAB39L,Cab39l,eight_cell,-0.550522107,-0.577749155,-0.484751866,1.871470629,-0.258447501,0.648885327,-0.648885327,0.677673663,-0.677673663
CCDC136,Ccdc136,eight_cell,-0.76111663,-0.603447269,-0.209399904,1.683195929,-0.109232126,0.650715863,-0.650715863,-0.863721694,0.863721694
SLFN13,Slfn9,eight_cell,-0.725271037,-0.725271037,0.597473075,1.524244669,-0.67117567,0.672498993,-0.672498993,0.370125431,-0.370125431
RIPPLY3,Ripply3,eight_cell,-0.557288036,-0.557288036,0.369925574,0.840480185,-0.095829686,0.679639795,-0.679639795,0.832196599,-0.832196599
NR1D2,Nr1d2,eight_cell,-0.590103444,-0.554645228,-0.61595498,1.399391821,0.361311831,0.68223147,-0.68223147,-0.737125333,0.737125333
CACNA1H,Cacna1h,eight_cell,-0.298239626,-0.085381137,-0.313603145,1.210326126,-0.513102217,0.687304456,-0.687304456,0.722530757,-0.722530757
TERF2IP,Terf2ip,eight_cell,-0.663063145,-0.674424135,0.108310312,1.742779208,-0.51360224,0.690552634,-0.690552634,-0.812444003,0.812444003
